#lon lat slope aspect veg
7.81334 45.83445 9.87 78.43 8
7.82358 45.83445 9.87 78.43 8
7.83382 45.83445 13.41 264.40 8
7.84405 45.83445 18.83 277.39 8
7.85429 45.83445 15.77 289.85 1
7.86453 45.83445 9.23 22.28 1
7.87477 45.83445 9.23 22.28 1
7.88501 45.83445 20.08 52.08 1
7.89525 45.83445 21.60 49.64 7
7.90549 45.83445 16.91 29.10 8
7.91573 45.83445 14.73 27.31 8
7.92597 45.83445 14.73 27.31 8
7.93621 45.83445 19.68 67.55 11
7.94645 45.83445 9.46 95.12 11
7.95669 45.83445 15.84 216.65 6
7.96693 45.83445 15.84 216.65 6
7.97717 45.83445 25.56 219.12 9
7.98741 45.83445 21.56 210.76 2
7.99764 45.83445 16.60 171.54 2
8.00788 45.83445 18.80 165.52 2
8.01812 45.83445 18.80 165.52 2
8.02836 45.83445 15.91 179.90 2
8.03860 45.83445 10.16 129.23 2
8.04884 45.83445 18.18 78.05 11
8.05908 45.83445 15.76 57.77 11
8.06932 45.83445 15.76 57.77 11
8.07956 45.83445 7.48 62.87 11
8.08980 45.83445 8.40 202.70 6
8.10004 45.83445 14.00 168.72 6
8.11028 45.83445 13.91 161.40 6
8.12052 45.83445 13.91 161.40 6
8.13076 45.83445 14.99 202.40 5
8.14100 45.83445 15.21 205.23 5
8.15123 45.83445 12.45 177.08 5
8.16147 45.83445 17.47 138.15 5
8.17171 45.83445 17.47 138.15 5
8.18195 45.83445 13.74 139.73 5
8.19219 45.83445 1.28 172.60 5
8.20243 45.83445 7.27 191.53 5
8.21267 45.83445 13.42 197.75 8
8.22291 45.83445 13.42 197.75 8
8.23315 45.83445 12.71 172.64 5
8.24339 45.83445 10.34 134.61 5
8.25363 45.83445 1.90 159.92 5
8.26387 45.83445 4.99 274.44 5
8.27411 45.83445 4.99 274.44 5
8.28435 45.83445 6.77 291.49 5
8.29459 45.83445 7.61 301.53 5
8.30482 45.83445 4.44 268.06 5
8.31506 45.83445 5.06 191.98 11
8.32530 45.83445 5.06 191.98 11
8.33554 45.83445 7.26 125.58 5
8.34578 45.83445 10.18 110.88 5
8.35602 45.83445 11.25 114.30 5
8.36626 45.83445 11.30 104.35 5
8.37650 45.83445 11.30 104.35 5
8.38674 45.83445 6.12 95.75 5
8.39698 45.83445 4.57 269.64 5
8.40722 45.83445 4.84 261.51 5
8.41746 45.83445 6.98 247.15 2
8.42770 45.83445 6.98 247.15 2
8.43794 45.83445 9.08 234.55 5
8.44818 45.83445 6.47 182.21 5
8.45842 45.83445 6.00 190.00 5
8.46865 45.83445 6.63 186.23 5
8.47889 45.83445 6.63 186.23 5
8.48913 45.83445 5.22 168.57 5
8.49937 45.83445 1.99 110.39 5
8.50961 45.83445 4.75 63.74 5
8.51985 45.83445 4.75 63.74 5
8.53009 45.83445 7.46 65.64 5
8.54033 45.83445 3.43 91.43 5
8.55057 45.83445 6.23 146.02 5
8.56081 45.83445 9.24 121.49 5
8.57105 45.83445 9.24 121.49 5
8.58129 45.83445 3.86 111.53 3
8.61201 45.83445 0.45 283.82 5
8.62224 45.83445 0.45 283.82 5
8.63248 45.83445 1.09 275.67 5
8.64272 45.83445 0.73 256.92 5
8.65296 45.83445 0.37 212.47 5
8.66320 45.83445 0.41 245.22 2
8.67344 45.83445 0.41 245.22 2
8.68368 45.83445 0.33 274.97 2
8.69392 45.83445 0.31 236.31 1
8.70416 45.83445 1.32 205.32 2
8.71440 45.83445 3.69 209.90 2
8.72464 45.83445 3.69 209.90 2
8.73488 45.83445 6.00 208.98 2
8.74512 45.83445 6.45 204.01 2
8.75536 45.83445 6.04 200.83 2
8.76560 45.83445 5.76 196.77 5
8.77583 45.83445 5.76 196.77 5
8.78607 45.83445 5.14 185.50 5
8.79631 45.83445 3.82 174.20 2
8.80655 45.83445 1.59 188.57 2
8.81679 45.83445 1.51 110.84 2
8.82703 45.83445 1.51 110.84 2
8.83727 45.83445 0.78 134.26 2
8.84751 45.83445 1.35 211.07 2
8.85775 45.83445 1.13 168.26 5
8.86799 45.83445 0.89 95.53 5
8.87823 45.83445 0.89 95.53 5
8.88847 45.83445 1.27 321.84 5
8.89871 45.83445 1.05 323.29 5
8.90895 45.83445 0.66 80.64 5
8.91919 45.83445 0.40 289.72 5
8.92942 45.83445 0.40 289.72 5
8.93966 45.83445 1.11 286.81 5
8.94990 45.83445 1.03 266.82 5
8.96014 45.83445 1.12 128.77 5
8.97038 45.83445 4.39 101.46 5
8.98062 45.83445 4.39 101.46 5
8.99086 45.83445 2.41 79.22 2
9.00110 45.83445 3.22 346.24 2
9.04206 45.83445 4.39 356.55 5
9.05230 45.83445 2.45 39.08 5
9.06254 45.83445 2.64 89.22 5
9.07278 45.83445 2.64 89.22 5
9.08302 45.83445 2.90 334.76 5
9.09325 45.83445 12.47 315.96 5
9.10349 45.83445 17.83 304.62 5
9.11373 45.83445 10.86 288.81 5
9.12397 45.83445 10.86 288.81 5
9.13421 45.83445 3.78 260.09 5
9.14445 45.83445 1.16 275.32 3
9.15469 45.83445 1.33 225.87 6
9.16493 45.83445 3.77 217.76 6
9.17517 45.83445 3.77 217.76 6
9.18541 45.83445 6.37 142.64 6
9.19565 45.83445 9.13 137.21 5
9.20589 45.83445 12.86 122.57 5
9.21613 45.83445 12.19 128.18 5
9.22637 45.83445 12.19 128.18 5
9.23661 45.83445 6.56 169.03 2
9.24684 45.83445 1.77 186.95 5
9.25708 45.83445 1.85 324.15 5
9.26732 45.83445 8.82 281.94 5
9.27756 45.83445 8.82 281.94 5
9.28780 45.83445 12.11 270.93 5
9.29804 45.83445 5.48 202.83 3
9.30828 45.83445 14.11 152.22 6
9.31852 45.83445 18.95 144.16 9
9.32876 45.83445 18.95 144.16 9
9.33900 45.83445 15.63 131.41 2
9.34924 45.83445 3.90 133.66 5
9.35948 45.83445 8.86 288.09 5
9.36972 45.83445 5.46 342.89 5
9.37996 45.83445 5.46 342.89 5
9.39020 45.83445 10.44 68.88 8
9.40043 45.83445 4.47 83.94 2
9.41067 45.83445 9.47 262.60 5
9.42091 45.83445 19.23 264.01 5
9.43115 45.83445 19.23 264.01 5
9.44139 45.83445 10.32 241.69 9
9.45163 45.83445 6.68 190.40 9
9.46187 45.83445 11.03 238.63 5
9.47211 45.83445 8.15 151.71 5
9.48235 45.83445 8.15 151.71 5
9.49259 45.83445 15.67 122.56 5
9.50283 45.83445 9.39 131.63 5
9.51307 45.83445 5.64 138.18 2
9.52331 45.83445 6.77 204.05 2
9.53355 45.83445 6.77 204.05 2
9.54379 45.83445 12.18 223.36 5
9.55402 45.83445 8.32 207.27 5
9.56426 45.83445 7.45 112.94 5
9.57450 45.83445 6.60 107.42 5
9.58474 45.83445 6.60 107.42 5
9.59498 45.83445 7.42 230.53 5
9.60522 45.83445 16.42 245.39 5
9.61546 45.83445 7.25 224.84 5
9.62570 45.83445 9.14 87.19 5
9.63594 45.83445 9.14 87.19 5
9.64618 45.83445 13.09 75.02 5
9.65642 45.83445 10.77 77.79 2
9.66666 45.83445 2.79 263.37 5
9.67690 45.83445 2.79 263.37 5
9.68714 45.83445 12.82 261.89 5
9.69738 45.83445 6.71 248.45 5
9.70762 45.83445 7.61 126.63 5
9.71785 45.83445 7.04 135.16 5
9.72809 45.83445 7.04 135.16 5
9.73833 45.83445 4.70 246.16 5
9.74857 45.83445 12.46 272.17 5
9.75881 45.83445 11.78 263.11 5
9.76905 45.83445 7.82 143.59 5
9.77929 45.83445 7.82 143.59 5
9.78953 45.83445 11.01 160.87 5
9.79977 45.83445 11.10 200.05 6
9.81001 45.83445 6.28 151.22 9
9.82025 45.83445 1.65 96.72 5
9.83049 45.83445 1.65 96.72 5
9.84073 45.83445 4.63 80.94 5
9.85097 45.83445 13.02 105.40 5
9.86121 45.83445 7.95 125.31 5
9.87144 45.83445 8.47 285.18 5
9.88168 45.83445 8.47 285.18 5
9.89192 45.83445 15.81 292.07 5
9.90216 45.83445 9.53 273.76 2
9.91240 45.83445 9.13 211.71 3
9.92264 45.83445 11.38 191.21 3
9.93288 45.83445 11.38 191.21 3
9.94312 45.83445 9.16 178.36 3
9.95336 45.83445 5.76 163.00 9
9.96360 45.83445 4.78 93.60 11
9.97384 45.83445 13.17 56.73 11
9.98408 45.83445 13.17 56.73 11
9.99432 45.83445 19.13 53.18 5
10.00456 45.83445 11.79 56.19 5
10.01480 45.83445 6.49 230.89 2
10.02503 45.83445 15.91 232.91 5
10.03527 45.83445 15.91 232.91 5
10.04551 45.83445 12.71 221.14 2
10.05575 45.83445 10.09 158.84 2
10.06599 45.83445 16.10 134.68 2
10.07623 45.83445 18.20 145.81 5
10.08647 45.83445 18.20 145.81 5
10.09671 45.83445 18.15 141.38 5
10.10695 45.83445 10.68 130.86 1
10.11719 45.83445 0.70 149.24 1
10.12743 45.83445 4.60 316.01 1
10.13767 45.83445 4.60 316.01 1
10.14791 45.83445 11.04 315.57 5
10.15815 45.83445 17.30 316.92 5
10.16839 45.83445 17.00 325.90 5
10.17862 45.83445 11.85 323.57 2
10.18886 45.83445 11.85 323.57 2
10.19910 45.83445 10.83 284.50 5
10.20934 45.83445 16.07 272.11 11
10.21958 45.83445 13.13 276.34 11
10.22982 45.83445 7.76 267.53 3
10.24006 45.83445 7.76 267.53 3
10.25030 45.83445 3.95 180.21 3
10.26054 45.83445 12.89 136.02 3
10.27078 45.83445 15.89 152.53 3
10.28102 45.83445 15.89 152.53 3
10.29126 45.83445 13.58 186.69 5
10.30150 45.83445 14.45 216.72 3
10.31174 45.83445 14.05 181.12 3
10.32198 45.83445 17.65 164.53 3
10.33222 45.83445 17.65 164.53 3
10.34245 45.83445 17.40 194.34 3
10.35269 45.83445 16.75 203.18 3
10.36293 45.83445 14.83 187.19 3
10.37317 45.83445 12.32 169.28 3
10.38341 45.83445 12.32 169.28 3
10.39365 45.83445 7.16 142.20 3
10.40389 45.83445 7.19 74.55 11
10.41413 45.83445 13.11 69.54 2
10.42437 45.83445 12.70 86.63 2
10.43461 45.83445 12.70 86.63 2
10.44485 45.83445 11.11 110.81 5
10.45509 45.83445 10.19 220.55 2
10.46533 45.83445 22.75 233.00 5
10.47557 45.83445 18.96 179.90 5
10.48581 45.83445 18.96 179.90 5
10.49604 45.83445 22.92 142.11 5
10.50628 45.83445 18.38 162.53 5
10.51652 45.83445 19.47 157.71 5
10.52676 45.83445 21.65 132.40 5
10.53700 45.83445 21.65 132.40 5
10.54724 45.83445 11.66 129.00 5
10.55748 45.83445 4.95 290.00 2
10.56772 45.83445 17.04 311.07 11
10.57796 45.83445 20.86 331.83 11
10.58820 45.83445 20.86 331.83 11
10.59844 45.83445 18.63 351.98 11
10.60868 45.83445 12.14 356.54 11
10.61892 45.83445 10.61 307.47 11
10.62916 45.83445 11.98 290.96 11
10.63940 45.83445 11.98 290.96 11
10.64963 45.83445 10.35 298.13 10
10.65987 45.83445 5.93 324.70 10
10.67011 45.83445 0.95 95.19 8
10.68035 45.83445 7.90 186.57 3
10.69059 45.83445 7.90 186.57 3
10.70083 45.83445 12.55 175.27 3
10.71107 45.83445 13.96 145.41 11
10.72131 45.83445 15.58 133.55 6
10.73155 45.83445 9.06 170.57 11
10.74179 45.83445 9.06 170.57 11
10.75203 45.83445 3.68 184.35 11
10.76227 45.83445 9.57 137.46 5
10.77251 45.83445 14.65 176.66 5
10.78275 45.83445 16.48 172.08 5
10.79299 45.83445 16.48 172.08 5
10.80322 45.83445 22.38 141.46 5
10.81346 45.83445 25.87 124.98 3
10.82370 45.83445 15.53 114.25 9
10.86466 45.83445 24.31 286.41 5
10.87490 45.83445 28.14 293.27 5
10.88514 45.83445 28.14 293.27 5
10.89538 45.83445 17.78 324.23 4
10.90562 45.83445 16.79 15.72 4
10.91586 45.83445 18.80 27.82 5
10.92610 45.83445 19.84 42.28 4
10.93634 45.83445 19.84 42.28 4
10.94658 45.83445 16.39 43.21 5
10.95681 45.83445 10.84 36.35 2
10.96705 45.83445 7.59 33.29 2
10.97729 45.83445 8.02 44.71 2
10.98753 45.83445 8.02 44.71 2
10.99777 45.83445 8.55 66.31 5
11.00801 45.83445 4.63 300.60 1
11.01825 45.83445 18.04 284.97 5
11.02849 45.83445 21.05 287.23 5
11.03873 45.83445 21.05 287.23 5
11.04897 45.83445 9.71 319.44 5
11.05921 45.83445 17.95 63.55 5
11.06945 45.83445 8.38 66.83 5
11.07969 45.83445 18.33 251.84 5
11.08993 45.83445 18.33 251.84 5
11.10017 45.83445 21.03 249.97 8
11.11041 45.83445 12.25 257.06 8
11.12064 45.83445 9.35 266.82 5
11.13088 45.83445 7.67 269.31 3
11.14112 45.83445 7.67 269.31 3
11.15136 45.83445 1.98 297.77 2
11.16160 45.83445 6.97 53.65 11
11.17184 45.83445 14.29 62.20 10
11.18208 45.83445 14.13 54.99 4
11.19232 45.83445 14.13 54.99 4
11.20256 45.83445 5.46 17.72 4
11.21280 45.83445 5.30 223.80 5
11.22304 45.83445 9.45 124.79 5
11.23328 45.83445 17.58 93.35 5
11.24352 45.83445 17.58 93.35 5
11.25376 45.83445 15.21 169.81 5
11.26400 45.83445 19.12 193.79 5
11.27423 45.83445 18.34 167.92 5
11.28447 45.83445 16.21 163.19 5
11.29471 45.83445 16.21 163.19 5
11.30495 45.83445 11.70 171.88 5
11.31519 45.83445 9.92 133.67 4
11.32543 45.83445 6.21 218.28 5
11.33567 45.83445 8.22 259.43 11
11.34591 45.83445 8.22 259.43 11
11.35615 45.83445 15.92 82.35 4
11.36639 45.83445 8.81 67.88 5
11.37663 45.83445 16.43 294.10 5
11.38687 45.83445 13.71 316.79 11
11.39711 45.83445 13.71 316.79 11
11.40735 45.83445 8.48 335.63 11
11.41759 45.83445 4.19 331.99 2
11.42782 45.83445 2.52 14.12 2
11.43806 45.83445 2.52 14.12 2
11.44830 45.83445 3.52 8.76 2
11.45854 45.83445 5.01 346.64 11
11.46878 45.83445 5.67 344.53 10
11.47902 45.83445 5.36 339.39 11
11.48926 45.83445 5.36 339.39 11
11.49950 45.83445 4.77 322.06 11
11.50974 45.83445 3.15 341.48 11
11.51998 45.83445 3.54 328.56 11
11.53022 45.83445 3.46 12.28 11
11.54046 45.83445 3.46 12.28 11
11.55070 45.83445 4.18 35.67 11
11.56094 45.83445 1.82 16.44 11
11.57118 45.83445 1.00 63.99 3
11.58141 45.83445 1.58 51.26 11
11.59165 45.83445 1.58 51.26 11
11.60189 45.83445 1.34 300.54 11
11.61213 45.83445 1.05 250.82 3
11.62237 45.83445 1.07 85.78 5
11.63261 45.83445 4.66 58.16 5
11.64285 45.83445 4.66 58.16 5
11.65309 45.83445 14.44 57.57 5
11.66333 45.83445 18.19 36.49 5
11.67357 45.83445 19.12 30.95 5
11.68381 45.83445 12.89 48.28 5
11.69405 45.83445 12.89 48.28 5
11.70429 45.83445 5.20 213.23 5
11.71453 45.83445 18.38 222.38 5
11.72477 45.83445 19.82 223.00 5
11.73501 45.83445 10.90 180.00 2
11.74524 45.83445 10.90 180.00 2
11.75548 45.83445 9.19 174.32 5
11.76572 45.83445 11.41 198.75 11
11.77596 45.83445 16.95 159.75 11
11.78620 45.83445 20.85 147.82 5
11.79644 45.83445 20.85 147.82 5
11.80668 45.83445 16.05 142.84 5
11.81692 45.83445 8.31 153.70 3
11.82716 45.83445 7.73 148.87 2
11.83740 45.83445 4.82 147.96 2
11.84764 45.83445 4.82 147.96 2
11.85788 45.83445 3.44 131.12 2
11.86812 45.83445 3.35 118.15 5
11.87836 45.83445 2.87 133.59 5
11.88860 45.83445 2.88 149.67 5
11.89883 45.83445 2.88 149.67 5
11.90907 45.83445 2.59 164.47 5
11.91931 45.83445 2.24 182.94 2
11.92955 45.83445 1.69 187.31 2
11.93979 45.83445 1.38 265.83 2
11.95003 45.83445 1.38 265.83 2
11.96027 45.83445 3.44 317.36 2
11.97051 45.83445 4.33 351.84 5
11.98075 45.83445 4.16 38.58 5
11.99099 45.83445 2.93 69.44 5
12.00123 45.83445 2.93 69.44 5
12.01147 45.83445 1.01 89.59 1
12.02171 45.83445 0.54 90.00 1
12.03195 45.83445 0.58 72.90 1
12.04219 45.83445 0.58 72.90 1
12.05242 45.83445 0.47 59.93 9
12.06266 45.83445 0.44 358.15 2
12.07290 45.83445 1.24 341.15 2
12.08314 45.83445 2.31 346.74 2
12.09338 45.83445 2.31 346.74 2
12.10362 45.83445 3.20 349.95 1
12.11386 45.83445 3.53 350.92 2
12.12410 45.83445 3.14 354.90 2
12.13434 45.83445 2.24 357.06 2
12.14458 45.83445 2.24 357.06 2
12.15482 45.83445 1.26 356.40 2
12.16506 45.83445 0.61 9.46 5
12.17530 45.83445 1.20 61.14 2
12.18554 45.83445 2.01 71.31 2
12.19578 45.83445 2.01 71.31 2
12.20601 45.83445 1.41 89.13 1
12.21625 45.83445 0.92 133.11 1
12.22649 45.83445 0.75 143.57 1
12.23673 45.83445 0.49 122.99 1
12.24697 45.83445 0.49 122.99 1
12.25721 45.83445 0.30 98.13 1
12.26745 45.83445 0.25 85.10 1
12.27769 45.83445 0.25 83.29 1
12.28793 45.83445 0.23 82.87 1
12.29817 45.83445 0.23 79.38 1
12.30841 45.83445 0.21 77.91 1
12.31865 45.83445 0.22 80.84 1
12.32889 45.83445 0.25 81.87 1
12.33913 45.83445 0.21 76.43 1
12.34937 45.83445 0.21 76.43 1
12.35961 45.83445 0.18 71.57 1
12.36984 45.83445 0.18 75.96 1
12.38008 45.83445 0.19 85.60 1
12.39032 45.83445 0.16 92.49 1
12.40056 45.83445 0.16 92.49 1
12.41080 45.83445 0.10 105.95 1
12.42104 45.83445 0.09 122.47 1
12.43128 45.83445 0.12 119.74 1
12.44152 45.83445 0.11 118.30 1
12.45176 45.83445 0.11 118.30 1
12.46200 45.83445 0.06 116.57 1
12.47224 45.83445 0.05 108.43 1
12.48248 45.83445 0.07 108.43 1
12.49272 45.83445 0.06 116.57 1
12.50296 45.83445 0.06 116.57 1
12.51320 45.83445 0.04 120.96 1
12.52343 45.83445 0.02 71.57 1
12.53367 45.83445 0.05 33.69 1
12.54391 45.83445 0.05 33.69 1
12.55415 45.83445 0.07 53.13 1
12.56439 45.83445 0.03 63.43 1
12.57463 45.83445 0.01 90.00 1
12.58487 45.83445 0.01 135.00 1
12.59511 45.83445 0.01 135.00 1
12.60535 45.83445 0.02 161.57 1
12.61559 45.83445 0.04 149.04 1
12.62583 45.83445 0.05 171.87 1
12.63607 45.83445 0.06 180.00 1
12.64631 45.83445 0.06 180.00 1
12.65655 45.83445 0.06 173.66 1
12.66679 45.83445 0.08 158.20 1
12.67702 45.83445 0.03 90.00 1
12.68726 45.83445 0.05 288.43 1
12.69750 45.83445 0.05 288.43 1
12.70774 45.83445 0.10 270.00 1
12.71798 45.83445 0.08 248.20 1
12.72822 45.83445 0.05 188.13 1
12.73846 45.83445 0.05 156.80 1
12.74870 45.83445 0.05 156.80 1
12.75894 45.83445 0.04 149.04 1
12.76918 45.83445 0.04 168.69 1
12.77942 45.83445 0.05 156.80 1
12.78966 45.83445 0.06 165.96 1
12.79990 45.83445 0.06 165.96 1
12.81014 45.83445 0.07 161.57 1
12.82038 45.83445 0.09 155.56 1
12.83061 45.83445 0.09 170.54 1
12.84085 45.83445 0.09 180.00 1
12.85109 45.83445 0.09 180.00 1
12.86133 45.83445 0.08 217.87 1
12.87157 45.83445 0.07 240.95 1
12.88181 45.83445 0.05 161.57 1
12.89205 45.83445 0.07 135.00 1
12.90229 45.83445 0.07 135.00 1
12.91253 45.83445 0.07 135.00 1
12.92277 45.83445 0.07 168.69 1
12.93301 45.83445 0.09 175.60 1
12.94325 45.83445 0.11 156.80 1
12.95349 45.83445 0.11 156.80 1
12.96373 45.83445 0.09 175.60 1
12.97397 45.83445 0.08 174.81 1
12.98421 45.83445 0.06 153.43 1
12.99444 45.83445 0.04 180.00 1
13.00468 45.83445 0.04 180.00 1
13.01492 45.83445 0.05 161.57 1
13.02516 45.83445 0.05 135.00 1
13.03540 45.83445 0.04 135.00 1
13.04564 45.83445 0.05 146.31 1
13.05588 45.83445 0.05 146.31 1
13.06612 45.83445 0.07 126.87 1
13.07636 45.83445 0.05 146.31 1
13.08660 45.83445 0.05 198.43 1
13.09684 45.83445 0.05 198.43 1
13.10708 45.83445 0.06 215.54 1
13.11732 45.83445 0.07 216.87 2
13.12756 45.83445 0.06 180.00 2
13.13780 45.83445 0.07 161.57 2
13.14803 45.83445 0.07 161.57 2
13.15827 45.83445 0.08 174.81 2
13.16851 45.83445 0.08 164.74 2
13.17875 45.83445 0.08 158.20 1
13.18899 45.83445 0.06 165.96 1
13.19923 45.83445 0.06 165.96 1
13.20947 45.83445 0.04 180.00 1
13.21971 45.83445 0.07 180.00 1
13.22995 45.83445 0.10 180.00 2
13.24019 45.83445 0.10 180.00 2
13.25043 45.83445 0.10 180.00 2
13.26067 45.83445 0.10 171.87 2
13.27091 45.83445 0.09 161.57 1
13.28115 45.83445 0.07 135.00 2
13.29139 45.83445 0.06 116.57 2
13.30162 45.83445 0.06 116.57 2
13.31186 45.83445 0.06 180.00 1
13.32210 45.83445 0.11 235.30 1
13.33234 45.83445 0.07 258.69 2
13.34258 45.83445 0.05 278.13 2
13.35282 45.83445 0.05 278.13 2
13.36306 45.83445 0.05 251.57 2
13.37330 45.83445 0.06 225.00 1
13.38354 45.83445 0.10 213.69 2
13.39378 45.83445 0.16 214.38 1
13.40402 45.83445 0.16 214.38 1
13.41426 45.83445 0.18 215.54 2
13.42450 45.83445 0.12 176.63 2
13.43474 45.83445 0.11 156.80 2
13.44498 45.83445 0.12 187.13 2
13.45521 45.83445 0.12 187.13 2
13.46545 45.83445 0.14 183.01 2
13.47569 45.83445 0.16 182.49 1
13.48593 45.83445 0.53 208.30 1
13.49617 45.83445 1.54 214.80 1
13.50641 45.83445 1.54 214.80 1
13.51665 45.83445 2.08 211.78 9
13.52689 45.83445 1.38 199.37 8
13.53713 45.83445 0.83 195.95 9
13.54737 45.83445 0.83 195.95 9
13.55761 45.83445 1.19 206.10 5
13.56785 45.83445 3.03 223.85 5
13.57809 45.83445 4.38 227.91 5
13.58833 45.83445 2.86 224.60 5
13.59857 45.83445 0.91 283.27 5
6.87132 45.82421 17.29 164.80 1
6.89180 45.82421 26.13 109.53 1
6.92251 45.82421 28.56 152.39 1
6.93275 45.82421 21.89 150.80 11
6.94299 45.82421 17.81 151.99 9
6.95323 45.82421 11.16 159.06 9
6.96347 45.82421 11.16 159.06 9
6.97371 45.82421 9.52 269.62 8
6.98395 45.82421 13.96 300.46 8
6.99419 45.82421 8.42 299.77 7
7.00443 45.82421 10.05 279.95 1
7.01467 45.82421 10.05 279.95 1
7.02491 45.82421 9.67 300.27 1
7.03515 45.82421 10.53 312.98 1
7.04539 45.82421 12.67 320.32 1
7.05563 45.82421 9.75 325.32 1
7.06586 45.82421 9.75 325.32 1
7.07610 45.82421 1.74 201.27 1
7.08634 45.82421 7.35 130.36 1
7.09658 45.82421 12.65 91.92 1
7.10682 45.82421 18.66 89.94 1
7.11706 45.82421 18.66 89.94 1
7.12730 45.82421 9.75 115.71 2
7.13754 45.82421 10.12 180.96 2
7.14778 45.82421 14.06 172.48 2
7.15802 45.82421 15.37 155.84 10
7.16826 45.82421 15.37 155.84 10
7.17850 45.82421 14.34 146.65 2
7.18874 45.82421 12.51 180.42 11
7.19898 45.82421 15.12 177.64 10
7.20922 45.82421 16.19 168.53 2
7.21945 45.82421 16.19 168.53 2
7.22969 45.82421 14.77 173.25 9
7.23993 45.82421 15.49 220.79 3
7.25017 45.82421 21.03 231.10 11
7.26041 45.82421 17.05 180.63 11
7.27065 45.82421 17.05 180.63 11
7.28089 45.82421 18.41 139.72 10
7.29113 45.82421 16.24 131.49 11
7.30137 45.82421 15.88 125.27 3
7.31161 45.82421 15.88 125.27 3
7.32185 45.82421 3.91 152.64 9
7.33209 45.82421 10.10 320.98 11
7.34233 45.82421 17.23 335.32 11
7.35257 45.82421 23.84 325.91 11
7.36281 45.82421 23.84 325.91 11
7.37304 45.82421 24.45 327.49 11
7.38328 45.82421 20.14 315.72 8
7.39352 45.82421 14.10 304.17 1
7.40376 45.82421 9.29 310.47 1
7.41400 45.82421 9.29 310.47 1
7.42424 45.82421 5.75 352.29 1
7.43448 45.82421 7.22 2.32 1
7.44472 45.82421 3.45 299.17 1
7.45496 45.82421 10.87 168.78 1
7.46520 45.82421 10.87 168.78 1
7.47544 45.82421 13.82 176.62 1
7.48568 45.82421 9.54 162.78 1
7.49592 45.82421 10.03 119.41 1
7.50616 45.82421 13.14 106.07 1
7.51640 45.82421 13.14 106.07 1
7.52663 45.82421 5.37 175.43 10
7.53687 45.82421 10.66 235.67 8
7.54711 45.82421 6.82 124.01 7
7.55735 45.82421 13.95 104.99 10
7.56759 45.82421 13.95 104.99 10
7.57783 45.82421 17.10 127.97 11
7.58807 45.82421 16.72 136.25 8
7.59831 45.82421 6.49 267.99 5
7.60855 45.82421 18.65 292.45 11
7.61879 45.82421 18.65 292.45 11
7.62903 45.82421 15.61 291.16 11
7.63927 45.82421 13.81 268.31 7
7.64951 45.82421 3.15 201.56 1
7.65975 45.82421 15.29 126.22 1
7.66999 45.82421 15.29 126.22 1
7.68022 45.82421 18.80 126.70 10
7.69046 45.82421 12.74 135.76 2
7.70070 45.82421 1.42 238.15 2
7.71094 45.82421 12.67 331.82 11
7.72118 45.82421 12.67 331.82 11
7.73142 45.82421 16.13 330.53 8
7.74166 45.82421 13.16 314.44 8
7.75190 45.82421 10.40 307.64 7
7.76214 45.82421 14.27 283.39 1
7.77238 45.82421 14.27 283.39 1
7.78262 45.82421 11.24 259.38 1
7.79286 45.82421 10.35 112.41 1
7.80310 45.82421 26.66 92.23 1
7.81334 45.82421 14.30 87.27 2
7.82358 45.82421 14.30 87.27 2
7.83382 45.82421 16.88 279.17 11
7.84405 45.82421 23.43 286.28 1
7.85429 45.82421 14.63 296.32 1
7.86453 45.82421 14.63 296.32 1
7.87477 45.82421 4.50 10.06 1
7.88501 45.82421 14.21 63.60 1
7.89525 45.82421 18.34 63.70 1
7.90549 45.82421 12.60 68.40 7
7.91573 45.82421 12.60 68.40 7
7.92597 45.82421 14.86 107.21 2
7.93621 45.82421 17.90 106.75 9
7.94645 45.82421 9.86 47.33 11
7.95669 45.82421 10.27 6.02 8
7.96693 45.82421 10.27 6.02 8
7.97717 45.82421 6.82 235.05 6
7.98741 45.82421 21.03 203.50 12
7.99764 45.82421 24.49 173.65 6
8.00788 45.82421 24.80 166.28 9
8.01812 45.82421 24.80 166.28 9
8.02836 45.82421 23.60 191.89 6
8.03860 45.82421 15.30 207.86 3
8.04884 45.82421 6.65 47.43 11
8.05908 45.82421 18.41 46.64 11
8.06932 45.82421 18.41 46.64 11
8.07956 45.82421 17.62 60.56 11
8.08980 45.82421 6.28 74.45 5
8.10004 45.82421 2.51 112.68 6
8.11028 45.82421 4.44 101.42 5
8.12052 45.82421 12.18 48.15 5
8.13076 45.82421 6.28 74.57 5
8.14100 45.82421 2.70 234.92 2
8.15123 45.82421 2.66 129.55 5
8.16147 45.82421 3.24 11.46 5
8.17171 45.82421 3.24 11.46 5
8.18195 45.82421 10.65 330.04 5
8.19219 45.82421 9.34 32.08 5
8.20243 45.82421 5.79 67.86 5
8.21267 45.82421 2.10 229.97 5
8.22291 45.82421 2.10 229.97 5
8.23315 45.82421 4.42 158.16 5
8.24339 45.82421 6.57 148.23 5
8.25363 45.82421 5.29 195.84 5
8.26387 45.82421 7.55 243.99 5
8.27411 45.82421 7.55 243.99 5
8.28435 45.82421 9.43 267.50 5
8.29459 45.82421 4.10 249.79 5
8.30482 45.82421 5.04 172.83 5
8.31506 45.82421 5.95 183.58 5
8.32530 45.82421 5.95 183.58 5
8.33554 45.82421 5.14 146.22 8
