#lon lat slope aspect veg
11.90907 43.21318 0.34 289.98 2
11.91931 43.21318 0.65 63.15 2
11.92955 43.21318 0.80 51.58 2
11.93979 43.21318 0.51 32.35 2
11.95003 43.21318 0.40 56.59 1
11.96027 43.21318 0.40 56.59 1
11.97051 43.21318 0.45 66.32 1
11.98075 43.21318 0.24 45.00 1
11.99099 43.21318 0.31 259.22 1
12.00123 43.21318 0.85 233.23 1
12.01147 43.21318 3.03 245.91 1
12.02171 43.21318 3.03 245.91 1
12.03195 43.21318 2.57 230.42 5
12.04219 43.21318 2.48 125.11 5
12.05242 43.21318 2.39 128.69 2
12.06266 43.21318 2.31 192.70 2
12.07290 43.21318 3.60 195.55 2
12.08314 43.21318 3.60 195.55 2
12.09338 43.21318 4.16 180.98 2
12.10362 43.21318 4.02 176.94 2
12.11386 43.21318 3.78 186.41 2
12.12410 43.21318 5.93 228.81 2
12.13434 43.21318 5.20 233.71 8
12.14458 43.21318 5.20 233.71 8
12.15482 43.21318 4.10 151.20 5
12.16506 43.21318 3.69 132.01 9
12.17530 43.21318 4.34 96.05 2
12.18554 43.21318 1.47 68.04 2
12.19578 43.21318 2.37 281.85 2
12.20601 43.21318 2.37 281.85 2
12.21625 43.21318 4.47 286.17 5
12.22649 43.21318 4.77 289.52 5
12.23673 43.21318 3.98 267.12 5
12.24697 43.21318 2.23 128.75 5
12.25721 43.21318 4.83 86.35 5
12.26745 43.21318 4.83 86.35 5
12.27769 43.21318 1.45 16.10 5
12.28793 43.21318 0.37 234.46 5
12.29817 43.21318 3.25 124.60 5
12.30841 43.21318 2.92 124.43 5
12.31865 43.21318 6.77 273.38 2
12.32889 43.21318 6.77 273.38 2
12.33913 43.21318 8.25 304.68 3
12.34937 43.21318 8.88 31.99 5
12.35961 43.21318 8.07 56.51 2
12.36984 43.21318 3.60 75.74 8
12.38008 43.21318 3.79 64.02 8
12.39032 43.21318 3.79 64.02 8
12.40056 43.21318 4.30 54.46 2
12.41080 43.21318 1.64 51.73 1
12.42104 43.21318 1.28 247.72 2
12.43128 43.21318 1.90 261.99 2
12.44152 43.21318 1.17 287.77 2
12.45176 43.21318 1.17 287.77 2
12.46200 43.21318 1.09 213.17 2
12.47224 43.21318 3.12 227.23 2
12.48248 43.21318 4.11 251.88 5
12.49272 43.21318 2.77 256.25 5
12.50296 43.21318 1.90 251.29 2
12.51320 43.21318 2.80 326.88 5
12.52343 43.21318 3.06 312.72 2
12.53367 43.21318 1.80 274.78 2
12.54391 43.21318 2.20 195.26 2
12.55415 43.21318 1.56 172.61 2
12.56439 43.21318 4.66 82.42 2
12.57463 43.21318 4.66 82.42 2
12.58487 43.21318 6.58 79.83 5
12.59511 43.21318 0.23 180.00 5
12.60535 43.21318 5.61 256.83 2
12.61559 43.21318 3.49 260.58 5
12.62583 43.21318 1.98 58.32 2
12.63607 43.21318 1.98 58.32 2
12.64631 43.21318 4.20 59.37 5
12.65655 43.21318 2.79 49.57 2
12.66679 43.21318 1.73 316.34 11
12.67702 43.21318 4.27 295.06 5
12.68726 43.21318 2.33 347.24 5
12.69750 43.21318 2.33 347.24 5
12.70774 43.21318 2.04 332.90 2
12.71798 43.21318 4.40 290.73 2
12.72822 43.21318 2.55 321.84 2
12.73846 43.21318 3.82 49.25 2
12.74870 43.21318 4.42 63.52 2
12.75894 43.21318 4.42 63.52 2
12.76918 43.21318 0.93 24.59 1
12.77942 43.21318 3.11 268.42 2
12.78966 43.21318 10.37 262.22 2
12.79990 43.21318 16.88 261.62 11
12.81014 43.21318 12.89 263.13 3
12.82038 43.21318 12.89 263.13 3
12.83061 43.21318 2.81 116.76 3
12.84085 43.21318 17.59 101.30 5
12.85109 43.21318 15.70 103.37 5
12.86133 43.21318 1.97 230.89 2
12.87157 43.21318 11.06 259.05 5
12.88181 43.21318 11.06 259.05 5
12.89205 43.21318 2.92 265.08 5
12.90229 43.21318 5.17 60.28 5
12.91253 43.21318 6.32 59.99 5
12.92277 43.21318 2.43 37.58 5
12.93301 43.21318 10.25 277.75 5
12.94325 43.21318 10.25 277.75 5
12.95349 43.21318 7.21 300.44 3
12.96373 43.21318 12.57 45.41 5
12.97397 43.21318 14.90 43.52 5
12.98421 43.21318 9.99 45.17 5
12.99444 43.21318 6.40 63.86 2
13.00468 43.21318 6.40 63.86 2
13.01492 43.21318 3.07 65.64 2
13.02516 43.21318 1.64 44.29 2
13.03540 43.21318 1.23 41.69 2
13.04564 43.21318 0.89 77.97 2
13.05588 43.21318 1.57 308.33 2
13.06612 43.21318 1.57 308.33 2
13.07636 43.21318 3.40 338.67 2
13.08660 43.21318 4.31 352.76 2
13.09684 43.21318 6.95 319.91 5
13.10708 43.21318 10.08 317.22 5
13.11732 43.21318 8.32 13.54 5
13.12756 43.21318 8.32 13.54 5
13.13780 43.21318 6.97 6.46 5
13.14803 43.21318 7.61 332.88 3
13.15827 43.21318 8.09 3.12 5
13.16851 43.21318 8.75 29.33 5
13.17875 43.21318 6.04 34.31 2
13.18899 43.21318 6.04 34.31 2
13.19923 43.21318 3.12 28.80 2
13.20947 43.21318 2.31 341.00 2
13.21971 43.21318 2.32 320.26 2
13.22995 43.21318 2.12 326.85 2
13.24019 43.21318 1.68 349.46 2
13.25043 43.21318 1.68 349.46 2
13.26067 43.21318 2.88 75.17 2
13.27091 43.21318 3.18 100.91 2
13.28115 43.21318 2.35 132.53 2
13.29139 43.21318 1.77 134.67 2
13.30162 43.21318 0.57 329.28 1
13.31186 43.21318 0.57 329.28 1
13.32210 43.21318 3.12 342.40 2
13.33234 43.21318 3.98 3.40 2
13.34258 43.21318 2.60 3.79 2
13.35282 43.21318 0.95 322.96 2
13.36306 43.21318 0.54 109.40 2
13.37330 43.21318 0.54 109.40 2
13.38354 43.21318 1.30 88.42 2
13.39378 43.21318 1.06 5.83 1
13.40402 43.21318 2.03 324.46 2
13.41426 43.21318 1.17 65.32 2
13.42450 43.21318 2.70 121.33 2
13.43474 43.21318 2.70 121.33 2
13.44498 43.21318 0.33 191.31 2
13.45521 43.21318 0.96 168.35 2
13.46545 43.21318 1.95 138.87 2
13.47569 43.21318 2.03 125.26 2
13.48593 43.21318 0.39 37.50 1
13.49617 43.21318 0.39 37.50 1
13.50641 43.21318 1.96 322.42 2
13.51665 43.21318 1.26 337.23 2
13.52689 43.21318 0.82 125.77 2
13.53713 43.21318 1.59 169.90 2
13.54737 43.21318 1.82 186.79 2
13.55761 43.21318 1.82 186.79 2
13.56785 43.21318 1.91 149.40 2
13.57809 43.21318 1.69 136.71 2
13.58833 43.21318 1.05 151.17 2
13.59857 43.21318 0.97 168.02 2
13.60880 43.21318 1.59 181.55 2
13.61904 43.21318 1.59 181.55 2
13.62928 43.21318 2.21 177.40 2
13.63952 43.21318 1.78 146.18 2
13.64976 43.21318 0.71 311.73 1
13.66000 43.21318 3.20 297.71 2
13.67024 43.21318 0.50 4.90 2
13.68048 43.21318 0.50 4.90 2
13.69072 43.21318 2.42 110.79 2
13.70096 43.21318 2.20 126.80 2
13.71120 43.21318 2.24 122.98 2
13.72144 43.21318 1.54 118.23 2
13.73168 43.21318 0.54 71.57 2
13.74192 43.21318 0.54 71.57 2
13.75216 43.21318 1.08 347.35 1
13.76240 43.21318 1.72 352.34 1
13.77263 43.21318 1.86 30.81 2
13.78287 43.21318 1.23 58.35 2
10.54724 43.20294 0.12 266.63 2
10.55748 43.20294 0.19 261.25 2
10.56772 43.20294 0.35 260.54 2
10.57796 43.20294 0.43 254.58 2
10.58820 43.20294 0.62 245.22 2
10.59844 43.20294 0.62 245.22 2
10.60868 43.20294 0.92 241.03 2
10.61892 43.20294 1.64 247.13 2
10.62916 43.20294 3.08 238.85 5
10.63940 43.20294 4.25 227.45 5
10.64963 43.20294 5.87 243.25 5
10.65987 43.20294 5.87 243.25 5
10.67011 43.20294 3.70 234.59 5
10.68035 43.20294 1.26 169.84 5
10.69059 43.20294 1.47 320.55 5
10.70083 43.20294 3.88 40.51 5
10.71107 43.20294 4.66 38.03 5
10.72131 43.20294 4.66 38.03 5
10.73155 43.20294 3.24 321.99 2
10.74179 43.20294 4.59 282.33 2
10.75203 43.20294 2.12 325.18 5
10.76227 43.20294 3.49 36.85 5
10.77251 43.20294 1.79 328.41 5
10.78275 43.20294 1.79 328.41 5
10.79299 43.20294 1.11 244.76 2
10.80322 43.20294 1.81 143.67 2
10.81346 43.20294 2.84 146.71 5
10.82370 43.20294 2.60 168.26 5
10.83394 43.20294 4.21 240.30 5
10.84418 43.20294 4.21 240.30 5
10.85442 43.20294 7.46 252.22 5
10.86466 43.20294 7.71 250.43 5
10.87490 43.20294 4.66 252.68 5
10.88514 43.20294 1.90 332.37 5
10.89538 43.20294 7.37 63.73 5
10.90562 43.20294 7.37 63.73 5
10.91586 43.20294 9.34 76.50 5
10.92610 43.20294 1.61 341.08 5
10.93634 43.20294 6.65 297.17 5
10.94658 43.20294 6.99 316.74 5
10.95681 43.20294 4.86 2.95 5
10.96705 43.20294 4.86 2.95 5
10.97729 43.20294 5.99 45.58 5
10.98753 43.20294 6.19 18.39 5
10.99777 43.20294 7.10 26.72 5
11.00801 43.20294 6.18 52.79 5
11.01825 43.20294 1.60 330.80 5
11.02849 43.20294 1.60 330.80 5
11.03873 43.20294 1.45 300.48 5
11.04897 43.20294 1.76 79.24 5
11.05921 43.20294 0.91 116.77 2
11.06945 43.20294 0.99 127.95 2
11.07969 43.20294 1.03 113.72 2
11.08993 43.20294 1.03 113.72 2
11.10017 43.20294 0.86 112.95 2
11.11041 43.20294 0.80 174.34 2
11.12064 43.20294 1.33 189.00 5
11.13088 43.20294 1.36 185.74 5
11.14112 43.20294 2.99 229.86 5
11.15136 43.20294 2.99 229.86 5
11.16160 43.20294 3.28 217.55 5
11.17184 43.20294 1.63 178.99 5
11.18208 43.20294 2.30 89.11 5
11.19232 43.20294 0.71 113.20 5
11.20256 43.20294 2.70 162.43 11
11.21280 43.20294 2.70 162.43 11
11.22304 43.20294 4.73 132.55 5
11.23328 43.20294 1.99 122.09 5
11.24352 43.20294 1.48 16.33 5
11.25376 43.20294 2.52 31.75 2
11.26400 43.20294 1.48 35.54 1
11.27423 43.20294 1.48 35.54 1
11.28447 43.20294 1.72 290.25 2
11.29471 43.20294 1.80 269.77 5
11.30495 43.20294 2.29 238.05 5
11.31519 43.20294 1.79 226.94 2
11.32543 43.20294 0.72 65.46 5
11.33567 43.20294 0.72 65.46 5
11.34591 43.20294 1.78 16.10 5
11.35615 43.20294 2.09 7.47 2
11.36639 43.20294 2.76 46.05 5
11.37663 43.20294 2.86 50.29 2
11.38687 43.20294 1.96 35.49 2
11.39711 43.20294 1.96 35.49 2
11.40735 43.20294 1.13 30.47 1
11.41759 43.20294 0.54 52.52 1
11.42782 43.20294 0.27 74.48 2
11.43806 43.20294 0.11 55.30 1
11.44830 43.20294 0.17 221.63 1
11.45854 43.20294 0.17 221.63 1
11.46878 43.20294 0.87 243.23 2
11.47902 43.20294 1.30 249.37 2
11.48926 43.20294 0.63 153.73 2
11.49950 43.20294 0.83 127.27 2
11.50974 43.20294 0.64 251.16 5
11.51998 43.20294 0.64 251.16 5
11.53022 43.20294 1.43 255.75 5
11.54046 43.20294 1.95 250.23 5
11.55070 43.20294 0.28 135.00 2
11.56094 43.20294 1.10 41.82 2
11.57118 43.20294 2.12 324.64 2
11.58141 43.20294 2.51 324.99 2
11.59165 43.20294 2.51 324.99 2
11.60189 43.20294 1.72 324.13 2
11.61213 43.20294 1.06 294.83 2
11.62237 43.20294 0.85 274.84 2
11.63261 43.20294 1.51 266.73 2
11.64285 43.20294 1.79 266.55 5
11.65309 43.20294 1.79 266.55 5
11.66333 43.20294 1.38 274.17 2
11.67357 43.20294 0.76 243.68 2
11.68381 43.20294 1.23 133.58 5
11.69405 43.20294 2.88 108.25 5
11.70429 43.20294 2.58 121.84 5
11.71453 43.20294 2.58 121.84 5
11.72477 43.20294 2.41 147.35 2
11.73501 43.20294 2.40 132.10 2
11.74524 43.20294 1.65 107.96 2
11.75548 43.20294 0.14 183.01 1
11.76572 43.20294 0.56 213.49 2
11.77596 43.20294 0.56 213.49 2
11.78620 43.20294 0.70 181.17 2
11.79644 43.20294 0.48 159.94 2
11.80668 43.20294 0.57 87.83 2
11.81692 43.20294 0.42 72.18 1
11.82716 43.20294 0.30 240.42 1
11.83740 43.20294 0.30 240.42 1
11.84764 43.20294 0.66 236.48 1
11.85788 43.20294 0.92 242.24 2
11.86812 43.20294 0.41 222.14 2
11.87836 43.20294 0.22 307.23 2
11.88860 43.20294 0.66 283.74 2
11.89883 43.20294 0.66 283.74 2
11.90907 43.20294 0.34 247.75 2
11.91931 43.20294 0.19 53.97 2
11.92955 43.20294 0.68 44.14 2
11.93979 43.20294 0.69 45.00 1
11.95003 43.20294 0.58 43.99 1
11.96027 43.20294 0.58 43.99 1
11.97051 43.20294 0.57 41.93 2
11.98075 43.20294 0.45 42.40 1
11.99099 43.20294 0.14 356.99 1
12.00123 43.20294 0.28 239.53 1
12.01147 43.20294 1.86 231.24 1
12.02171 43.20294 1.86 231.24 1
12.03195 43.20294 2.89 219.77 2
12.04219 43.20294 1.93 146.49 2
12.05242 43.20294 2.03 108.31 2
12.06266 43.20294 0.74 160.16 2
12.07290 43.20294 1.08 186.84 2
12.08314 43.20294 1.08 186.84 2
12.09338 43.20294 1.25 181.64 1
12.10362 43.20294 1.17 182.46 2
12.11386 43.20294 1.18 206.57 2
12.12410 43.20294 3.82 238.01 2
12.13434 43.20294 5.88 231.41 2
12.14458 43.20294 5.88 231.41 2
12.15482 43.20294 4.43 203.88 5
12.16506 43.20294 3.45 185.71 5
12.17530 43.20294 1.43 181.72 5
12.18554 43.20294 1.66 21.25 5
12.19578 43.20294 2.42 332.00 5
12.20601 43.20294 4.50 331.97 2
12.21625 43.20294 6.05 306.46 5
12.22649 43.20294 4.25 308.72 5
12.23673 43.20294 0.51 237.65 5
12.24697 43.20294 3.39 145.67 5
12.25721 43.20294 3.24 133.03 5
12.26745 43.20294 3.24 133.03 5
12.27769 43.20294 1.55 146.31 5
12.28793 43.20294 2.45 142.36 5
12.29817 43.20294 3.42 128.21 2
12.30841 43.20294 2.20 133.42 5
12.31865 43.20294 7.28 247.88 5
12.32889 43.20294 7.28 247.88 5
12.33913 43.20294 11.49 257.28 9
12.34937 43.20294 3.96 358.24 3
12.35961 43.20294 13.00 45.39 5
12.36984 43.20294 9.62 44.94 5
12.38008 43.20294 4.34 45.40 5
12.39032 43.20294 4.34 45.40 5
12.40056 43.20294 4.26 47.58 5
12.41080 43.20294 4.27 50.85 5
12.42104 43.20294 0.73 28.07 1
12.43128 43.20294 2.59 260.12 2
12.44152 43.20294 1.10 237.76 2
12.45176 43.20294 1.10 237.76 2
12.46200 43.20294 0.98 139.13 2
12.47224 43.20294 2.23 238.40 2
12.48248 43.20294 4.47 229.67 2
12.49272 43.20294 4.81 215.08 5
12.50296 43.20294 4.05 219.70 5
12.51320 43.20294 4.05 219.70 5
12.52343 43.20294 2.69 183.04 5
12.53367 43.20294 1.45 185.09 5
12.54391 43.20294 3.28 279.15 5
12.55415 43.20294 0.43 234.46 2
12.56439 43.20294 4.18 97.08 2
12.57463 43.20294 4.18 97.08 2
12.58487 43.20294 6.71 96.65 5
12.59511 43.20294 1.26 121.08 2
12.60535 43.20294 5.12 257.03 2
12.61559 43.20294 4.53 250.65 5
12.62583 43.20294 0.46 202.96 2
12.63607 43.20294 0.46 202.96 2
12.64631 43.20294 3.07 69.71 2
12.65655 43.20294 3.02 49.62 2
12.66679 43.20294 2.70 332.42 2
12.67702 43.20294 3.80 293.48 2
12.68726 43.20294 1.71 318.72 5
12.69750 43.20294 1.71 318.72 5
12.70774 43.20294 3.08 334.15 5
12.71798 43.20294 3.80 307.82 2
12.72822 43.20294 2.41 301.37 2
12.73846 43.20294 2.95 52.30 2
12.74870 43.20294 5.31 69.37 2
12.75894 43.20294 5.31 69.37 2
12.76918 43.20294 1.70 52.55 2
12.77942 43.20294 2.37 276.07 1
12.78966 43.20294 8.95 266.54 2
12.79990 43.20294 14.79 257.67 11
12.81014 43.20294 14.24 242.30 3
12.82038 43.20294 14.24 242.30 3
12.83061 43.20294 6.84 163.83 3
12.84085 43.20294 16.68 99.48 5
12.85109 43.20294 13.52 89.58 2
12.86133 43.20294 1.73 259.53 2
12.87157 43.20294 9.67 246.54 5
12.88181 43.20294 9.67 246.54 5
12.89205 43.20294 8.16 177.95 11
12.90229 43.20294 11.09 149.74 9
12.91253 43.20294 7.83 164.40 5
12.92277 43.20294 2.33 155.32 5
12.93301 43.20294 9.00 252.88 5
12.94325 43.20294 9.00 252.88 5
12.95349 43.20294 9.52 244.71 5
12.96373 43.20294 1.72 73.83 3
12.97397 43.20294 11.39 45.35 5
12.98421 43.20294 14.87 46.79 5
12.99444 43.20294 11.70 54.93 2
13.00468 43.20294 11.70 54.93 2
13.01492 43.20294 5.19 55.43 2
13.02516 43.20294 1.94 54.90 2
13.03540 43.20294 1.46 76.92 2
13.04564 43.20294 1.13 78.69 2
13.05588 43.20294 3.54 291.07 2
13.06612 43.20294 3.54 291.07 2
13.07636 43.20294 4.81 314.28 2
13.08660 43.20294 4.59 352.12 5
13.09684 43.20294 5.87 308.68 2
13.10708 43.20294 7.08 283.44 5
13.11732 43.20294 2.30 19.79 3
13.12756 43.20294 2.30 19.79 3
13.13780 43.20294 5.89 354.58 5
13.14803 43.20294 7.79 335.59 5
13.15827 43.20294 5.83 1.47 5
13.16851 43.20294 7.68 42.60 11
13.17875 43.20294 10.72 60.37 5
13.18899 43.20294 10.72 60.37 5
13.19923 43.20294 4.39 43.28 2
13.20947 43.20294 1.39 41.66 2
13.21971 43.20294 0.89 35.22 2
13.22995 43.20294 2.12 188.95 3
13.24019 43.20294 3.16 179.09 3
13.25043 43.20294 3.16 179.09 3
13.26067 43.20294 3.77 133.00 2
13.27091 43.20294 3.00 108.35 2
13.28115 43.20294 1.45 39.41 2
13.29139 43.20294 2.88 359.29 2
13.30162 43.20294 4.25 335.89 2
13.31186 43.20294 4.25 335.89 2
13.32210 43.20294 4.03 334.48 2
13.33234 43.20294 2.66 32.49 2
13.34258 43.20294 2.11 74.03 2
13.35282 43.20294 0.47 136.25 2
13.36306 43.20294 0.19 83.66 2
13.37330 43.20294 0.19 83.66 2
13.38354 43.20294 1.00 44.42 2
13.39378 43.20294 0.95 332.28 2
13.40402 43.20294 0.28 210.47 2
13.41426 43.20294 3.01 122.18 2
13.42450 43.20294 2.37 115.79 2
13.43474 43.20294 2.37 115.79 2
13.44498 43.20294 0.39 62.97 1
13.45521 43.20294 0.97 323.97 1
13.46545 43.20294 1.67 358.28 2
13.47569 43.20294 2.07 355.63 2
13.48593 43.20294 1.56 314.63 2
13.49617 43.20294 1.56 314.63 2
13.50641 43.20294 1.54 315.00 2
13.51665 43.20294 1.12 101.02 2
13.52689 43.20294 2.01 124.82 2
13.53713 43.20294 1.10 164.16 2
13.54737 43.20294 1.05 180.78 2
13.55761 43.20294 1.05 180.78 2
13.56785 43.20294 0.74 159.12 2
13.57809 43.20294 0.54 51.46 2
13.58833 43.20294 0.95 25.80 2
13.59857 43.20294 0.94 17.33 2
13.60880 43.20294 1.00 42.11 1
13.61904 43.20294 1.00 42.11 1
13.62928 43.20294 0.53 53.75 1
13.63952 43.20294 0.66 330.10 1
13.64976 43.20294 2.17 303.95 2
13.66000 43.20294 2.00 285.97 2
13.67024 43.20294 1.71 118.82 2
13.68048 43.20294 1.71 118.82 2
13.69072 43.20294 2.87 115.67 2
13.70096 43.20294 1.46 116.82 2
13.71120 43.20294 0.64 3.22 1
13.72144 43.20294 1.90 336.52 2
13.73168 43.20294 2.46 330.52 2
13.74192 43.20294 2.46 330.52 2
13.75216 43.20294 2.44 341.35 2
13.76240 43.20294 2.53 348.56 2
13.77263 43.20294 2.69 45.65 2
13.78287 43.20294 2.30 71.45 2
10.54724 43.19270 0.13 282.53 1
10.55748 43.19270 0.18 284.04 1
10.56772 43.19270 0.33 277.43 1
10.57796 43.19270 0.38 277.52 2
10.58820 43.19270 0.45 275.53 2
10.59844 43.19270 0.45 275.53 2
10.60868 43.19270 0.83 279.38 2
10.61892 43.19270 1.58 283.66 1
10.62916 43.19270 1.87 285.79 5
10.63940 43.19270 3.04 284.33 5
10.64963 43.19270 5.53 276.08 5
10.65987 43.19270 5.53 276.08 5
10.67011 43.19270 2.79 272.21 5
10.68035 43.19270 1.51 292.56 5
10.69059 43.19270 2.24 294.60 5
10.70083 43.19270 2.03 27.56 5
10.71107 43.19270 3.93 38.64 5
10.72131 43.19270 3.93 38.64 5
10.73155 43.19270 1.86 41.87 2
10.74179 43.19270 3.40 233.03 2
10.75203 43.19270 4.09 222.59 5
10.76227 43.19270 1.01 151.98 5
10.77251 43.19270 1.18 94.88 5
10.78275 43.19270 1.18 94.88 5
10.79299 43.19270 1.42 172.44 2
10.80322 43.19270 2.36 144.14 3
10.81346 43.19270 2.70 131.13 5
10.82370 43.19270 1.09 227.12 2
10.83394 43.19270 3.28 265.37 2
10.84418 43.19270 3.28 265.37 2
10.85442 43.19270 5.97 251.09 5
10.86466 43.19270 7.56 239.04 5
10.87490 43.19270 7.43 235.94 5
10.88514 43.19270 4.69 240.62 5
10.89538 43.19270 5.48 84.99 5
10.90562 43.19270 5.48 84.99 5
10.91586 43.19270 9.91 77.85 5
10.92610 43.19270 2.32 344.81 5
10.93634 43.19270 9.04 291.48 5
10.94658 43.19270 8.49 310.25 5
10.95681 43.19270 6.43 13.00 5
10.96705 43.19270 6.43 13.00 5
10.97729 43.19270 7.34 29.15 5
10.98753 43.19270 6.33 10.58 5
10.99777 43.19270 7.04 56.99 5
11.00801 43.19270 6.87 72.13 5
11.01825 43.19270 2.24 355.60 5
11.02849 43.19270 2.24 355.60 5
11.03873 43.19270 2.06 314.72 11
11.04897 43.19270 2.12 64.56 5
11.05921 43.19270 2.52 61.55 5
11.06945 43.19270 1.57 53.18 2
11.07969 43.19270 0.90 53.40 2
11.08993 43.19270 0.90 53.40 2
11.10017 43.19270 0.89 38.44 2
11.11041 43.19270 1.23 40.28 5
11.12064 43.19270 1.30 61.31 2
11.13088 43.19270 0.84 87.55 2
11.14112 43.19270 0.65 207.70 2
11.15136 43.19270 0.65 207.70 2
11.16160 43.19270 1.74 224.33 9
11.17184 43.19270 2.87 232.30 2
11.18208 43.19270 2.64 245.66 5
11.19232 43.19270 2.51 32.20 5
11.20256 43.19270 3.33 59.97 5
11.21280 43.19270 3.33 59.97 5
11.22304 43.19270 2.63 43.02 5
11.23328 43.19270 4.17 347.42 5
11.24352 43.19270 4.49 1.46 5
11.25376 43.19270 3.82 48.49 5
11.26400 43.19270 2.12 66.55 5
11.27423 43.19270 2.12 66.55 5
11.28447 43.19270 1.50 279.06 2
11.29471 43.19270 0.88 254.50 5
11.30495 43.19270 1.53 252.25 5
11.31519 43.19270 2.74 279.49 5
11.32543 43.19270 2.12 333.95 5
11.33567 43.19270 2.12 333.95 5
11.34591 43.19270 2.13 14.04 5
11.35615 43.19270 1.38 40.79 5
11.36639 43.19270 2.13 76.57 5
11.37663 43.19270 2.11 69.97 2
11.38687 43.19270 1.64 52.43 2
11.39711 43.19270 1.45 38.17 2
11.40735 43.19270 1.45 38.17 2
11.41759 43.19270 1.36 35.54 2
11.42782 43.19270 0.89 50.19 1
11.43806 43.19270 0.17 38.29 2
11.44830 43.19270 0.15 60.95 1
11.45854 43.19270 0.49 234.46 1
11.46878 43.19270 0.49 234.46 1
11.47902 43.19270 1.33 239.99 2
11.48926 43.19270 0.65 157.14 5
11.49950 43.19270 0.44 132.34 2
11.50974 43.19270 0.80 265.36 5
11.51998 43.19270 0.99 262.10 2
11.53022 43.19270 0.99 262.10 2
11.54046 43.19270 1.85 262.88 5
11.55070 43.19270 1.05 295.87 6
11.56094 43.19270 1.63 349.88 2
11.57118 43.19270 2.52 322.84 2
11.58141 43.19270 1.69 328.12 2
11.59165 43.19270 1.69 328.12 2
11.60189 43.19270 0.48 7.65 2
11.61213 43.19270 0.49 254.74 2
11.62237 43.19270 0.91 256.73 2
11.63261 43.19270 1.23 254.51 2
11.64285 43.19270 1.95 254.49 2
11.65309 43.19270 1.95 254.49 2
11.66333 43.19270 1.78 262.13 2
11.67357 43.19270 0.45 305.96 2
11.68381 43.19270 1.10 75.33 5
11.69405 43.19270 2.16 84.29 2
11.70429 43.19270 2.43 72.85 5
11.71453 43.19270 2.43 72.85 5
11.72477 43.19270 1.86 59.19 5
11.73501 43.19270 1.27 55.14 5
11.74524 43.19270 0.94 48.08 1
11.75548 43.19270 0.71 31.76 1
11.76572 43.19270 0.21 157.83 1
11.77596 43.19270 0.21 157.83 1
11.78620 43.19270 0.45 169.05 1
11.79644 43.19270 0.53 191.61 1
11.80668 43.19270 0.42 150.38 2
11.81692 43.19270 0.37 102.17 1
11.82716 43.19270 0.02 225.00 1
11.83740 43.19270 0.02 225.00 1
11.84764 43.19270 0.48 252.65 1
11.85788 43.19270 0.79 253.20 2
11.86812 43.19270 0.60 261.10 2
11.87836 43.19270 0.33 260.13 2
11.88860 43.19270 0.44 200.77 2
11.89883 43.19270 0.44 200.77 2
11.90907 43.19270 0.69 207.10 2
11.91931 43.19270 0.50 231.98 2
11.92955 43.19270 0.25 28.74 1
11.93979 43.19270 0.75 43.45 2
11.95003 43.19270 0.70 41.68 2
11.96027 43.19270 0.70 41.68 2
11.97051 43.19270 0.59 52.85 1
11.98075 43.19270 0.48 58.45 2
11.99099 43.19270 0.24 35.13 1
12.00123 43.19270 0.07 18.43 1
12.01147 43.19270 0.46 208.54 1
12.02171 43.19270 0.46 208.54 1
12.03195 43.19270 1.73 217.96 1
12.04219 43.19270 1.77 177.45 2
12.05242 43.19270 1.57 130.57 2
12.06266 43.19270 0.49 133.81 1
12.07290 43.19270 0.22 172.41 1
12.08314 43.19270 0.22 172.41 1
12.09338 43.19270 0.22 183.81 2
12.10362 43.19270 0.28 203.96 2
12.11386 43.19270 0.60 212.37 2
12.12410 43.19270 2.12 222.26 2
12.13434 43.19270 4.58 212.90 2
12.14458 43.19270 4.58 212.90 2
12.15482 43.19270 6.22 191.85 2
12.16506 43.19270 6.90 185.75 2
12.17530 43.19270 6.58 201.89 2
12.18554 43.19270 4.73 200.35 5
12.19578 43.19270 3.86 180.96 2
12.20601 43.19270 3.86 180.96 2
12.21625 43.19270 5.31 192.67 5
12.22649 43.19270 6.10 172.61 3
12.23673 43.19270 5.86 159.75 5
12.24697 43.19270 3.97 178.04 5
12.25721 43.19270 3.87 167.20 5
12.26745 43.19270 3.87 167.20 5
12.27769 43.19270 2.91 169.52 5
12.28793 43.19270 3.03 140.18 5
12.29817 43.19270 2.83 133.57 2
12.30841 43.19270 2.16 141.19 2
12.31865 43.19270 4.99 234.79 2
12.32889 43.19270 4.99 234.79 2
12.33913 43.19270 12.81 246.62 2
12.34937 43.19270 7.97 233.43 3
12.35961 43.19270 6.03 93.87 3
12.36984 43.19270 9.81 74.11 8
12.38008 43.19270 5.35 68.47 2
12.39032 43.19270 5.35 68.47 2
12.40056 43.19270 2.60 67.67 5
12.41080 43.19270 4.53 80.46 5
12.42104 43.19270 2.17 94.54 1
12.43128 43.19270 2.44 226.43 1
12.44152 43.19270 2.63 195.77 2
12.45176 43.19270 2.63 195.77 2
12.46200 43.19270 1.74 187.33 2
12.47224 43.19270 1.73 242.05 2
12.48248 43.19270 2.05 233.53 2
12.49272 43.19270 3.35 231.24 2
12.50296 43.19270 4.06 215.82 2
12.51320 43.19270 4.06 215.82 2
12.52343 43.19270 3.27 196.77 2
12.53367 43.19270 3.37 264.04 5
12.54391 43.19270 3.81 289.39 2
12.55415 43.19270 1.81 81.81 2
12.56439 43.19270 5.45 92.33 3
